id,category,task,value,date,day
36,board,respnod to dan,2,2017/06/19,tuesday
35,board,print charles schwab statement,2,2017/06/19,tuesday
6632,personal,summer regiional,5,2017/06/12,friday
5897,personal,summer regiional,5,2017/06/12,saturday
5679,personal,summer regiional,5,2017/06/12,sunday
5405,personal,summer regiional,5,2017/06/12,thursday
4028,one_dataset,Finish profile images,5,2017/06/12,friday
3932,one_dataset,Call eliot,3,2017/06/12,monday
3931,one_dataset,Codewar problems 1,5,2017/06/12,monday
3930,one_dataset,codewar problems 3,3,2017/06/12,monday
3929,one_dataset,code war problems #3,3,2017/06/12,monday
3624,one_dataset,project modal dv1,5,2017/06/12,wednesday
3119,health,Yoga,5,2017/06/12,monday
3118,health,breathwork and journal,5,2017/06/12,monday
2426,health,breathwork and journal,5,2017/06/12,tuesday
2219,health,breathwork and journal,5,2017/06/12,wednesday
1080,fcfs,call calyx,5,2017/06/12,monday
1079,fcfs,Update recruiting,2,2017/06/12,monday
7418,snowmass,Pay lown,2,2017/06/05,tuesday
7417,snowmass,Pay medaliion,2,2017/06/05,tuesday
6631,personal,Dog food,2,2017/06/05,friday
6630,personal,Pack for camping,3,2017/06/05,friday
6629,personal,Determin camping locations,3,2017/06/05,friday
6628,personal,Get camping gear,5,2017/06/05,friday
6627,personal,call jerry,3,2017/06/05,friday
6626,personal,Rei,3,2017/06/05,friday
6625,personal,water garden,2,2017/06/05,friday
6300,personal,Reduce sprinklers,2,2017/06/05,monday
6299,personal,Call dad,3,2017/06/05,monday
6298,personal,water garden,2,2017/06/05,monday
5896,personal,water garden,2,2017/06/05,saturday
5678,personal,water garden,2,2017/06/05,sunday
5404,personal,pick up frazz perscription,3,2017/06/05,thursday
5403,personal,water garden,2,2017/06/05,thursday
4948,personal,Reply to Joel,2,2017/06/05,tuesday
4947,personal,Water plant,1,2017/06/05,tuesday
4946,personal,Eye doctor,3,2017/06/05,tuesday
4945,personal,water garden,2,2017/06/05,tuesday
4372,personal,ELG,3,2017/06/05,wednesday
4371,personal,Trash,2,2017/06/05,wednesday
4370,personal,Call in Frzz persctiption,2,2017/06/05,wednesday
4369,personal,Call mom and leslie,3,2017/06/05,wednesday
4368,personal,water garden,2,2017/06/05,wednesday
4027,one_dataset,Eliot call,3,2017/06/05,friday
4026,one_dataset,Work on Side bar responsive,5,2017/06/05,friday
4025,one_dataset,Add lgog work on dropdowns,5,2017/06/05,friday
3875,one_dataset,send out tweet blog,2,2017/06/05,sunday
3874,one_dataset,Send out tweet blog,2,2017/06/05,sunday
3716,one_dataset,Update githursdaydaysdayb profile,2,2017/06/05,tuesday
3715,one_dataset,Side bar navigation,8,2017/06/05,tuesday
3714,one_dataset,Send tweet blog,2,2017/06/05,tuesday
3713,one_dataset,Send resume to eliot,2,2017/06/05,tuesday
3712,one_dataset,Fix back ground navigation opacity,5,2017/06/05,tuesday
3711,one_dataset,Update twtieer profiler and photo,3,2017/06/05,tuesday
3710,one_dataset,Update and renew resume,3,2017/06/05,tuesday
3709,one_dataset,Project model,3,2017/06/05,tuesday
3623,one_dataset,Send out tweet blog,2,2017/06/05,wednesday
3622,one_dataset,put some jobs in spreadsheet,3,2017/06/05,wednesday
3621,one_dataset,Setup google doc for job posts,3,2017/06/05,wednesday
3117,health,Lift,5,2017/06/05,monday
2218,health,Breathwork journal,5,2017/06/05,wednesday
2217,health,mt. bike,8,2017/06/05,wednesday
1223,fcfs,clean up flash message,1,2017/06/05,friday
1222,fcfs,Remove id pure service,2,2017/06/05,friday
1221,fcfs,Helper method cleanup,2,2017/06/05,friday
1220,fcfs,Remove unused specs,2,2017/06/05,friday
1219,fcfs,Find out priciigng for calyx hosting,5,2017/06/05,friday
1218,fcfs,Remove assigned client_Files and referrals ,2,2017/06/05,friday
1217,fcfs,Phone forntmat,2,2017/06/05,friday
1216,fcfs,Update spec,2,2017/06/05,friday
1215,fcfs,Add further defense,2,2017/06/05,friday
1214,fcfs,Referral partner dropdown,3,2017/06/05,friday
1213,fcfs,All client files have referal patners,3,2017/06/05,friday
1212,fcfs,remove user_id,3,2017/06/05,friday
1078,fcfs,Reach out to happie,3,2017/06/05,monday
895,fcfs,Fill in controller,3,2017/06/05,thursday
894,fcfs,Create view template,3,2017/06/05,thursday
893,fcfs,Add referral partners fields,3,2017/06/05,thursday
892,fcfs,Set up dashbaord,3,2017/06/05,thursday
891,fcfs,Create controller,2,2017/06/05,thursday
890,fcfs,Front awesome,2,2017/06/05,thursday
889,fcfs,Validation ,2,2017/06/05,thursday
888,fcfs,Create routes,2,2017/06/05,thursday
887,fcfs,Policies,2,2017/06/05,thursday
886,fcfs,Add fields,3,2017/06/05,thursday
885,fcfs,Delete,3,2017/06/05,thursday
884,fcfs,Add referral source,2,2017/06/05,thursday
883,fcfs,Create model association,3,2017/06/05,thursday
882,fcfs,create link in sidebar,2,2017/06/05,thursday
881,fcfs,Background on new,3,2017/06/05,thursday
880,fcfs,Edit page,3,2017/06/05,thursday
879,fcfs,csss error list,3,2017/06/05,thursday
573,fcfs,Update chris LOD email,3,2017/06/05,wednesday
7416,snowmass,Email Renee,2,2017/05/29,tuesday
7415,snowmass,call pest control,1,2017/05/29,tuesday
6624,personal,Water plant,1,2017/05/29,friday
5677,personal,Back up computer,2,2017/05/29,sunday
5676,personal,Change light bulbs,3,2017/05/29,sunday
5675,personal,Menu groceries,3,2017/05/29,sunday
5674,personal,Laundry,3,2017/05/29,sunday
5673,personal,finances,2,2017/05/29,sunday
5402,personal,Return shoes,3,2017/05/29,thursday
5401,personal,Spary weeds again,3,2017/05/29,thursday
4944,personal,Water garden,2,2017/05/29,tuesday
4943,personal,Grocery,3,2017/05/29,tuesday
4024,one_dataset,coaching call,3,2017/05/29,friday
3820,one_dataset,research galvenize,5,2017/05/29,thursday
3708,one_dataset,Download python and atom view template,3,2017/05/29,tuesday
3707,one_dataset,stats course,5,2017/05/29,tuesday
3706,one_dataset,stats course,5,2017/05/29,tuesday
3678,one_dataset,set up python atom and spyder,3,2017/05/29,wednesday
3620,one_dataset,update profile projects,8,2017/05/29,wednesday
2425,health,breathing and gratitude,5,2017/05/29,tuesday
2216,health,Breathwork,5,2017/05/29,wednesday
2215,health,Run 3 miles,5,2017/05/29,wednesday
572,fcfs,Meet with Mike,3,2017/05/29,wednesday
571,fcfs,Update lo recruiting,3,2017/05/29,wednesday
570,fcfs,Update point,3,2017/05/29,wednesday
7589,snowmass,call pest control,2,2017/05/22,monday
7343,snowmass,email renee,3,2017/05/22,wednesday
6297,personal,Wash watch band,2,2017/05/22,monday
6296,personal,Walk frzz,2,2017/05/22,monday
6295,personal,Order new shoes,2,2017/05/22,monday
6294,personal,Laundry,2,2017/05/22,monday
6293,personal,back up computer,2,2017/05/22,monday
6292,personal,personal finances,2,2017/05/22,monday
6291,personal,Call Jerry,2,2017/05/22,monday
6290,personal,Orkin,2,2017/05/22,monday
6289,personal,Review soccer material,2,2017/05/22,monday
6288,personal,Resmeasure ceiling,2,2017/05/22,monday
6287,personal,Menu grocieris,3,2017/05/22,monday
6286,personal,Call orkin,2,2017/05/22,monday
6285,personal,Water plant,1,2017/05/22,monday
6284,personal,Soccer 5,5,2017/05/22,monday
5400,personal,Water gardne,2,2017/05/22,thursday
4942,personal,Follow up with Hotel Reiumbrusemeng,2,2017/05/22,tuesday
4367,personal,Reply to Joel,2,2017/05/22,wednesday
4366,personal,Walk frazz,2,2017/05/22,wednesday
4365,personal,Email eliot,2,2017/05/22,wednesday
4364,personal,trash,2,2017/05/22,wednesday
4023,one_dataset,data viz site v1,5,2017/05/22,friday
3873,one_dataset,Email Eliot about Blog,2,2017/05/22,sunday
3819,one_dataset,set up project template,3,2017/05/22,thursday
3333,health,Orange Theoruy,5,2017/05/22,friday
3332,health,massage,2,2017/05/22,friday
3331,health,breathing and gratitude,5,2017/05/22,friday
3116,health,breathing and gratitude,5,2017/05/22,monday
2424,health,breathing and gratitude,5,2017/05/22,tuesday
1077,fcfs,Follow up Paresh,2,2017/05/22,monday
878,fcfs,Udpate lo dashboard,2,2017/05/22,thursday
877,fcfs,email about update,2,2017/05/22,thursday
721,fcfs,Meet with Mike,3,2017/05/22,tuesday
720,fcfs,Meet with Chris at Dilse,2,2017/05/22,tuesday
7588,snowmass,follow up on woodpecker hoels,2,2017/05/15,monday
7498,snowmass,pay captial wildlife solutions,3,2017/05/15,thursday
6901,personal,call dad,NULL,2017/05/15,NULL
6623,personal,Measure ceiling,2,2017/05/15,friday
6622,personal,call mom,2,2017/05/15,friday
6621,personal,Workout dates with Adina,3,2017/05/15,friday
6283,personal,Update scrum,3,2017/05/15,monday
6282,personal,Menu Groceries,3,2017/05/15,monday
6281,personal,Buy Stick notes,2,2017/05/15,monday
6280,personal,soccer practice,5,2017/05/15,monday
5672,personal,pot shop tour,2,2017/05/15,sunday
5399,personal,Call Lawn doctor,2,2017/05/15,thursday
5398,personal,pay amexq,2,2017/05/15,thursday
5397,personal,Water plant,1,2017/05/15,thursday
5396,personal,Reimbursemen for hotel,3,2017/05/15,thursday
5395,personal,reset seb dentits,2,2017/05/15,thursday
5394,personal,Hair cut,2,2017/05/15,thursday
5393,personal,Call luke,2,2017/05/15,thursday
5392,personal,Pick up hourse,2,2017/05/15,thursday
4941,personal,Reply to Joel,2,2017/05/15,tuesday
4363,personal,Trash,2,2017/05/15,wednesday
4362,personal,Dr Bradely,2,2017/05/15,wednesday
4361,personal,Walk frazz,2,2017/05/15,wednesday
4360,personal,Blow out garage,3,2017/05/15,wednesday
4359,personal,Personal fiances,2,2017/05/15,wednesday
4022,one_dataset,explore business plan,3,2017/05/15,friday
4021,one_dataset,gather s&p 500 data,3,2017/05/15,friday
3818,one_dataset,register for statiscs course,3,2017/05/15,thursday
3619,one_dataset,thank you to Travis,2,2017/05/15,wednesday
3618,one_dataset,galvenize info call,3,2017/05/15,wednesday
3617,one_dataset,email galvenize contact,2,2017/05/15,wednesday
3330,health,Orange Theoruy,5,2017/05/15,friday
3329,health,massage,3,2017/05/15,friday
3115,health,Gratitude breathwork and Focus,5,2017/05/15,monday
2696,health,Gratitude breathwork and Focus,5,2017/05/15,thursday
2423,health,Gratitude breathwork and Focus,5,2017/05/15,tuesday
2422,health,Orange Theoruy,5,2017/05/15,tuesday
2214,health,Gratitude breathwork and Focus,5,2017/05/15,wednesday
1211,fcfs,Send Job post to Happie,3,2017/05/15,friday
1076,fcfs,Upate recruiting analytics,3,2017/05/15,monday
876,fcfs,Reach out to Dalen,3,2017/05/15,thursday
875,fcfs,Follow up with Chris Pazella 5/11 about server,3,2017/05/15,thursday
874,fcfs,reply to comments on Job Post,2,2017/05/15,thursday
735,fcfs,Develop Plan of mareint to LA,2,2017/05/15,thursday
719,fcfs,Create Job post,5,2017/05/15,tuesday
718,fcfs,Meet with Mike,3,2017/05/15,tuesday
717,fcfs,Email Mike sense pricing,2,2017/05/15,tuesday
569,fcfs,Email Mike about listing agent,1,2017/05/15,wednesday
568,fcfs,Follow up with Paresh,2,2017/05/15,wednesday
567,fcfs,Email Job Posting to Mike agoing,2,2017/05/15,wednesday
131,board,director review,5,2017/05/15,saturday
10,board,Reply to lease review email,3,2017/05/15,wednesday
9,board,vote,2,2017/05/15,wednesday
7537,snowmass,follow up with Brian,2,2017/05/08,sunday
7497,snowmass,pay pest control,3,2017/05/08,thursday
6620,personal,Alignment,3,2017/05/08,friday
5671,personal,spary weeds,5,2017/05/08,sunday
5670,personal,Laundry,3,2017/05/08,sunday
5669,personal,clean out garbage,3,2017/05/08,sunday
5391,personal,spray weeds,2,2017/05/08,thursday
5390,personal,Disocout tire,3,2017/05/08,thursday
5389,personal,Oil change,3,2017/05/08,thursday
4940,personal,Fence off new sod,2,2017/05/08,tuesday
4358,personal,Lunch with Karan,3,2017/05/08,wednesday
4357,personal,Back up computer,3,2017/05/08,wednesday
4356,personal,Trash,2,2017/05/08,wednesday
4355,personal,Water plant,1,2017/05/08,wednesday
4354,personal,Personal Fiancnes,3,2017/05/08,wednesday
3928,one_dataset,Chord Diagram DV #1,3,2017/05/08,monday
3927,one_dataset,Map blog post DV3,3,2017/05/08,monday
3926,one_dataset,Create gist for code,3,2017/05/08,monday
3925,one_dataset,Update Gist files,3,2017/05/08,monday
3924,one_dataset,Tweet Blog post,2,2017/05/08,monday
3872,one_dataset,Add links to Chord Diagram,3,2017/05/08,sunday
3871,one_dataset,chord diagram,3,2017/05/08,sunday
3817,one_dataset,Chord Diagram DV 3 3,3,2017/05/08,thursday
3816,one_dataset,Tweet Blog post,2,2017/05/08,thursday
3705,one_dataset,Craete ski resort chord diagram,3,2017/05/08,tuesday
3616,one_dataset,Create chord diagram gist,3,2017/05/08,wednesday
3615,one_dataset,Research purchase bootrap template,3,2017/05/08,wednesday
3614,one_dataset,Add comments to chord diagram code,3,2017/05/08,wednesday
2695,health,Lift,5,2017/05/08,thursday
2421,health,orange theory,5,2017/05/08,tuesday
1210,fcfs,Follow up with Paresh about backup pricing,3,2017/05/08,friday
1209,fcfs,Loan lock after 1 week,5,2017/05/08,friday
1208,fcfs,meet with Mike,3,2017/05/08,friday
1075,fcfs,Reply to Megan,1,2017/05/08,monday
1074,fcfs,Fix dropdown code,3,2017/05/08,monday
1073,fcfs,Update new LO spreadhseet,2,2017/05/08,monday
1072,fcfs,Reach out to Chris,2,2017/05/08,monday
939,fcfs,Pack and bjy fift for motherday,5,2017/05/08,saturday
873,fcfs,Reply to lisa,5,2017/05/08,thursday
872,fcfs,Reply to Stephen,2,2017/05/08,thursday
871,fcfs,email mary about financials,3,2017/05/08,thursday
870,fcfs,Reach out to Chris,2,2017/05/08,thursday
716,fcfs,Confirm seller concesssions,2,2017/05/08,tuesday
715,fcfs,Title updloaded to AMC on refiance,2,2017/05/08,tuesday
714,fcfs,Add Title & Purchase Contract to AMC,2,2017/05/08,tuesday
713,fcfs,HOA infor uploaded to AMC,2,2017/05/08,tuesday
712,fcfs,Meet with Mike,3,2017/05/08,tuesday
711,fcfs,Add coc for values and apprisal costs,2,2017/05/08,tuesday
710,fcfs,Email people who stole our idea,5,2017/05/08,tuesday
566,fcfs,Instructions emailed to clients,2,2017/05/08,wednesday
565,fcfs,Check db backups,2,2017/05/08,wednesday
564,fcfs,Chage date,3,2017/05/08,wednesday
6619,personal,Call Luke back,2,2017/05/01,friday
6618,personal,Water Plant,1,2017/05/01,friday
6617,personal,Tree Trimmers,2,2017/05/01,friday
6616,personal,Pay Student Loans,3,2017/05/01,friday
6615,personal,Laundry,3,2017/05/01,friday
6614,personal,Personal finances,3,2017/05/01,friday
6613,personal,Set up oil change,3,2017/05/01,friday
6612,personal,Meet with Alfonso,2,2017/05/01,friday
6611,personal,Print invoices,2,2017/05/01,friday
6279,personal,Respond to Eliot,2,2017/05/01,monday
5895,personal,Clean up side yard,3,2017/05/01,saturday
5894,personal,SOD,5,2017/05/01,saturday
5893,personal,clean oven,3,2017/05/01,saturday
5388,personal,Back up computer,2,2017/05/01,thursday
5387,personal,Take picture of sofa,2,2017/05/01,thursday
5386,personal,Reply to Joel,2,2017/05/01,thursday
4939,personal,Reschedule Swami Ji,3,2017/05/01,tuesday
4938,personal,Reschedule Eliot,2,2017/05/01,tuesday
4937,personal,Call Mom,2,2017/05/01,tuesday
4936,personal,Get Karan lunch on calendar,2,2017/05/01,tuesday
4935,personal,Meet with Chris,3,2017/05/01,tuesday
4934,personal,Menu Groceries,3,2017/05/01,tuesday
4353,personal,Ski with Joel,8,2017/05/01,wednesday
4352,personal,Trash,2,2017/05/01,wednesday
4351,personal,Call alfosno,2,2017/05/01,wednesday
4350,personal,ELG,5,2017/05/01,wednesday
3870,one_dataset,Map blog post DV 2,3,2017/05/01,sunday
2420,health,orange theory,5,2017/05/01,tuesday
1207,fcfs,Tweet Blog post,3,2017/05/01,friday
1206,fcfs,Edit profile home page,5,2017/05/01,friday
1205,fcfs,Email abour resort data,2,2017/05/01,friday
1204,fcfs,Upadte linked url,2,2017/05/01,friday
1203,fcfs,Update LO recruiting,2,2017/05/01,friday
1202,fcfs,Email Network,3,2017/05/01,friday
1201,fcfs,Email Chris Pazzella,2,2017/05/01,friday
1200,fcfs,Talk to paresh,3,2017/05/01,friday
1199,fcfs,Reschedule Happie,2,2017/05/01,friday
1198,fcfs,Email Mike about Happie,2,2017/05/01,friday
1197,fcfs,update basecamp,2,2017/05/01,friday
932,fcfs,Setu p Map visualization,3,2017/05/01,sunday
931,fcfs,Map Blog post DV1,3,2017/05/01,sunday
930,fcfs,Add links,2,2017/05/01,sunday
929,fcfs,Commnts on Code,3,2017/05/01,sunday
869,fcfs,Set up API,3,2017/05/01,thursday
868,fcfs,Add Referral source to client-file modal,3,2017/05/01,thursday
867,fcfs,Make Email Links,2,2017/05/01,thursday
866,fcfs,Call paresh,2,2017/05/01,thursday
865,fcfs,Email Chris,3,2017/05/01,thursday
864,fcfs,Email Mike about Mindy,2,2017/05/01,thursday
709,fcfs,Meet with Mike,3,2017/05/01,tuesday
179,board,email lisa,3,2017/05/01,friday
7342,Snowmass,Reply to Renee,2,2017/04/24,wednesday
6278,personal,Research Tenkara,3,2017/04/24,monday
6277,personal,Soccer,5,2017/04/24,monday
5385,personal,Drop off Card,3,2017/04/24,thursday
4933,personal,Upadate Scrum,8,2017/04/24,tuesday
4932,personal,Laundry,3,2017/04/24,tuesday
4931,personal,Respond to Anatanadas,2,2017/04/24,tuesday
4930,personal,Water Plant,1,2017/04/24,tuesday
4929,personal,Back up computer,2,2017/04/24,tuesday
4928,personal,Reach out to Leslie,2,2017/04/24,tuesday
4927,personal,Personal finacnes,3,2017/04/24,tuesday
4926,personal,Facte time Melanie,2,2017/04/24,tuesday
4925,personal,Deposit check,2,2017/04/24,tuesday
4349,personal,Pay for Auction Items,3,2017/04/24,wednesday
4348,personal,Pack for fly fishing,5,2017/04/24,wednesday
4347,personal,Trash,2,2017/04/24,wednesday
4346,personal,meet with Rob,2,2017/04/24,wednesday
4345,personal,buy Kerry Gift,3,2017/04/24,wednesday
3923,one_dataset,3D Triangles DV #2,3,2017/04/24,monday
3922,one_dataset,3d Triangles blog dv#1,3,2017/04/24,monday
3704,one_dataset,Pay Pest control,3,2017/04/24,tuesday
3613,one_dataset,Reply to Pest control,2,2017/04/24,wednesday
3612,one_dataset,Finish Post,2,2017/04/24,wednesday
3611,one_dataset,Email eliot,2,2017/04/24,wednesday
2810,health,lift arms,5,2017/04/24,sunday
2419,health,Orange Theory,5,2017/04/24,tuesday
2213,health,Orange Theory,5,2017/04/24,wednesday
1071,fcfs,Talley prospects,3,2017/04/24,monday
1070,fcfs,Average Loan amount,3,2017/04/24,monday
1069,fcfs,Change Mike password,5,2017/04/24,monday
1068,fcfs,Meet with Mike,3,2017/04/24,monday
708,fcfs,Test Blink,5,2017/04/24,tuesday
563,fcfs,Put together list,2,2017/04/24,wednesday
562,fcfs,Update Lo Recruting LO,2,2017/04/24,wednesday
561,fcfs,Meet with Mike,3,2017/04/24,wednesday
560,fcfs,Happie Demo,3,2017/04/24,wednesday
559,fcfs,Repond to Chris,2,2017/04/24,wednesday
34,board,Respond to Board,1,2017/04/24,tuesday
7587,Snowmass,email renee,2,2017/04/17,monday
7586,Snowmass,email snowmass lanw,2,2017/04/17,monday
7414,Snowmass,reply to Noe,2,2017/04/17,tuesday
6610,personal,Pheonix,10,2017/04/17,friday
6276,personal,Walk Frazz,2,2017/04/17,monday
6275,personal,Fix Pen,2,2017/04/17,monday
6274,personal,Personal finances,3,2017/04/17,monday
6273,personal,Pay student loans,3,2017/04/17,monday
6272,personal,Goodwill,3,2017/04/17,monday
6271,personal,Soccer practice,5,2017/04/17,monday
6270,personal,Review soccer matieral,2,2017/04/17,monday
5892,personal,Pheonix,10,2017/04/17,saturday
5668,personal,Pheonix,10,2017/04/17,sunday
5384,personal,Rug dropoff,2,2017/04/17,thursday
5383,personal,Send Melanie B-day card,3,2017/04/17,thursday
5382,personal,Figure out share computer thing,3,2017/04/17,thursday
5381,personal,Fill out Achetype thing,3,2017/04/17,thursday
5380,personal,Pack me,2,2017/04/17,thursday
5379,personal,Prep dog stuff,2,2017/04/17,thursday
5378,personal,Pack seb,3,2017/04/17,thursday
5377,personal,Reach out to Diane,3,2017/04/17,thursday
5376,personal,Check into fligh,3,2017/04/17,thursday
4924,personal,Reach out to Joel,2,2017/04/17,tuesday
4923,personal,Water Plant,1,2017/04/17,tuesday
4922,personal,Meet with Joey,3,2017/04/17,tuesday
4921,personal,Deposit cash,2,2017/04/17,tuesday
4920,personal,Pick up vest,3,2017/04/17,tuesday
4919,personal,Organize fishing gear,3,2017/04/17,tuesday
4344,personal,Laundry,3,2017/04/17,wednesday
4343,personal,Buy Melanie b-day card,2,2017/04/17,wednesday
4342,personal,Back up computer,2,2017/04/17,wednesday
4341,personal,Trash,2,2017/04/17,wednesday
3921,one_dataset,create triangle 3d,5,2017/04/17,monday
3920,one_dataset,Triangle blog post,3,2017/04/17,monday
3703,one_dataset,gifs for animations,3,2017/04/17,tuesday
1067,fcfs,Email amy about recruiting,2,2017/04/17,monday
1066,fcfs,Set up Happie demo,2,2017/04/17,monday
1065,fcfs,Email Paresh about back up,2,2017/04/17,monday
1064,fcfs,Fix Loan obbjection email,3,2017/04/17,monday
1063,fcfs,Research Application issue,3,2017/04/17,monday
1062,fcfs,Eliot comments,5,2017/04/17,monday
1061,fcfs,Update Spreasheet lo-recuriting,2,2017/04/17,monday
863,fcfs,Lender Fair,3,2017/04/17,thursday
862,fcfs,Setup Paul and Amy,3,2017/04/17,thursday
861,fcfs,Add analytics,3,2017/04/17,thursday
860,fcfs,Reach out to Mindy wait,3,2017/04/17,thursday
859,fcfs,submit chris ticket,3,2017/04/17,thursday
707,fcfs,Reply to Chris about drinks,2,2017/04/17,tuesday
706,fcfs,Create new list of LO-recurits,5,2017/04/17,tuesday
705,fcfs,Reconcile MCR,2,2017/04/17,tuesday
704,fcfs,Print Mortgage Call Report,2,2017/04/17,tuesday
703,fcfs,Update basecamp,2,2017/04/17,tuesday
558,fcfs,Blink webinar,3,2017/04/17,wednesday
557,fcfs,Review application issue with db_prod_to_dev,5,2017/04/17,wednesday
7585,Snowmass,email brian cole,2,2017/04/10,monday
7584,Snowmass,Reach out to Renee,3,2017/04/10,monday
7558,Snowmass,Dig ditch spray weeds,20,2017/04/10,saturday
7496,Snowmass,email ray,2,2017/04/10,thursday
7495,Snowmass,follow up with Brian,3,2017/04/10,thursday
6609,personal,Call back tree trimmer,2,2017/04/10,friday
6608,personal,Prepare for snowmass,5,2017/04/10,friday
6607,personal,Walk frazz,2,2017/04/10,friday
6269,personal,Personal finacnes,3,2017/04/10,monday
6268,personal,Walk frazz,2,2017/04/10,monday
6267,personal,Text Joel,2,2017/04/10,monday
6266,personal,Water plant,1,2017/04/10,monday
6265,personal,Call Tree trimmers,2,2017/04/10,monday
6264,personal,Back up computer,2,2017/04/10,monday
5891,personal,Costco run,5,2017/04/10,saturday
5667,personal,Trinalges blog dv3,3,2017/04/10,sunday
5666,personal,Triangles blog dv,3,2017/04/10,sunday
5665,personal,Triangles blog dv2,3,2017/04/10,sunday
5664,personal,Clean up garage,8,2017/04/10,sunday
5663,personal,dump Run,3,2017/04/10,sunday
5662,personal,Dinner with Grahms,5,2017/04/10,sunday
5375,personal,Depostit chase check,3,2017/04/10,thursday
5374,personal,Menu grocieris,3,2017/04/10,thursday
5373,personal,clean slippy tank,3,2017/04/10,thursday
4918,personal,Pick up ray,2,2017/04/10,tuesday
4917,personal,Follow up with Swingle,2,2017/04/10,tuesday
4916,personal,Call France and Son,2,2017/04/10,tuesday
4915,personal,Respond to Bruce,3,2017/04/10,tuesday
4340,personal,Call Joey Klien back,3,2017/04/10,wednesday
4339,personal,Pay montessoir,2,2017/04/10,wednesday
4338,personal,Reply to Bruce,2,2017/04/10,wednesday
4337,personal,Walk frazz,2,2017/04/10,wednesday
4336,personal,Trash,2,2017/04/10,wednesday
4335,personal,Laundry,3,2017/04/10,wednesday
3702,one_dataset,Email eliot about addiitonal coachig,2,2017/04/10,tuesday
3701,one_dataset,Swamiji coaching call,3,2017/04/10,tuesday
3328,health,No fap,2,2017/04/10,friday
3327,health,Orange Theory,5,2017/04/10,friday
3114,health,No fap,2,2017/04/10,monday
2945,health,No fap,2,2017/04/10,saturday
2809,health,No fap,2,2017/04/10,sunday
2694,health,No fap,2,2017/04/10,thursday
2693,health,GVT Chest,5,2017/04/10,thursday
2418,health,No fap,2,2017/04/10,tuesday
2417,health,Orange Theory,5,2017/04/10,tuesday
2212,health,No fap,2,2017/04/10,wednesday
1196,fcfs,Password reset,5,2017/04/10,friday
1195,fcfs,Annivesary list DV1,5,2017/04/10,friday
1194,fcfs,Meet with Mike,3,2017/04/10,friday
1193,fcfs,Anniversary DV2,5,2017/04/10,friday
1192,fcfs,Birthday in notifications in dashbaord,8,2017/04/10,friday
1060,fcfs,Active link in sidebar,5,2017/04/10,monday
1059,fcfs,Add lo names to dashboard,3,2017/04/10,monday
1058,fcfs,meet with mike,3,2017/04/10,monday
858,fcfs,Update Point Miles,2,2017/04/10,thursday
857,fcfs,Create new user paul,5,2017/04/10,thursday
856,fcfs,Create Amy new user,5,2017/04/10,thursday
855,fcfs,Fix Mikes Point,3,2017/04/10,thursday
702,fcfs,Update Amy Pauyl and Chris,5,2017/04/10,tuesday
701,fcfs,Point Sever resets,3,2017/04/10,tuesday
700,fcfs,Update spreashseet of LO-recruiting,3,2017/04/10,tuesday
699,fcfs,Reply to eliot,2,2017/04/10,tuesday
698,fcfs,Researech passwrod reset,3,2017/04/10,tuesday
697,fcfs,Fix notifications,3,2017/04/10,tuesday
696,fcfs,Align buttons for sing out back ,5,2017/04/10,tuesday
556,fcfs,Fix Chrises Point,5,2017/04/10,wednesday
555,fcfs,Fix lod mailer,3,2017/04/10,wednesday
554,fcfs,Two column for borrower and coborrower,5,2017/04/10,wednesday
553,fcfs,Pull in Appform data,5,2017/04/10,wednesday
552,fcfs,Clean up specs,3,2017/04/10,wednesday
551,fcfs,Remove Devise Error,2,2017/04/10,wednesday
550,fcfs,Move homepage notes section to top,3,2017/04/10,wednesday
549,fcfs,Research provident key,2,2017/04/10,wednesday
98,board,bid on auction items,3,2017/04/10,thursday
7341,Snowmass,Email renee about water,3,2017/04/03,wednesday
7340,Snowmass,Pay HOA,3,2017/04/03,wednesday
6606,personal,Return Seb skis,2,2017/04/03,friday
6605,personal,Party with a purpose tickets,2,2017/04/03,friday
5372,personal,Chop salmon,2,2017/04/03,thursday
5371,personal,Water plant,1,2017/04/03,thursday
5370,personal,Reply to Joel,2,2017/04/03,thursday
5369,personal,Trash ,2,2017/04/03,thursday
4914,personal,Pay amex,2,2017/04/03,tuesday
4913,personal,Put away safe,1,2017/04/03,tuesday
4912,personal,Laundry,2,2017/04/03,tuesday
4911,personal,Reply to Bruce,2,2017/04/03,tuesday
4910,personal,Turn down sprinklers,2,2017/04/03,tuesday
4909,personal,Menu Groceries,2,2017/04/03,tuesday
4908,personal,Text Admin about paper,1,2017/04/03,tuesday
4907,personal,Check student loan payments,2,2017/04/03,tuesday
4906,personal,Backup computer,2,2017/04/03,tuesday
4905,personal,Deposit check,2,2017/04/03,tuesday
4904,personal,Change keyboard and mouse,2,2017/04/03,tuesday
4334,personal,Change lightbulb,2,2017/04/03,wednesday
4333,personal,ELG ,5,2017/04/03,wednesday
4332,personal,Dentist,5,2017/04/03,wednesday
4331,personal,Personal finances,2,2017/04/03,wednesday
4330,personal,Check cc points,2,2017/04/03,wednesday
4329,personal,Grocery store,2,2017/04/03,wednesday
4328,personal,Email Eliot,2,2017/04/03,wednesday
4020,one_dataset,Bubbles dv3,3,2017/04/03,friday
4019,one_dataset,Bubbles v2,3,2017/04/03,friday
